CONCURSO,R1,R2,R3,R4,R5,FECHA
38981,6,2,8,6,0,2017-01-27
38980,5,3,5,4,3,2017-01-28
38979,2,1,2,8,6,2017-01-28
38978,3,6,5,0,9,2017-01-28
38977,0,4,9,0,8,2017-01-29
38976,7,3,2,3,0,2017-01-29
38975,6,8,1,2,5,2017-01-29
38974,3,9,2,7,0,2017-01-30
38973,5,0,1,3,8,2017-01-30
38972,2,5,7,0,8,2017-01-30
38971,1,0,4,3,7,2017-01-31
38970,0,6,4,2,4,2017-01-31
38969,3,8,1,1,8,2017-01-31
38968,9,0,9,7,8,2017-02-01
38967,7,3,8,6,2,2017-02-01
38966,0,4,0,8,1,2017-02-01
38965,1,4,7,6,0,2017-02-02
38964,1,3,0,3,9,2017-02-02
38963,6,0,5,1,5,2017-02-02
38962,7,8,5,5,8,2017-02-03
38961,9,6,3,6,7,2017-02-03
38960,4,6,7,3,3,2017-02-03
38959,2,2,3,0,6,2017-02-04
38958,9,8,4,3,9,2017-02-04
38957,1,9,3,9,0,2017-02-04
38956,5,0,8,6,3,2017-02-05
38955,7,9,4,7,2,2017-02-05
38954,5,1,4,2,5,2017-02-05
38953,2,9,6,5,3,2017-02-06
38952,2,7,0,2,9,2017-02-06
38951,6,1,7,4,8,2017-02-06
38950,3,3,7,9,4,2017-02-07
38949,4,7,2,2,3,2017-02-07
38948,4,5,0,5,3,2017-02-07
38947,7,4,4,2,8,2017-02-08
38946,7,6,1,0,2,2017-02-08
38945,8,5,4,1,8,2017-02-08
38944,3,2,0,7,4,2017-02-09
38943,4,7,6,6,6,2017-02-09
38942,2,9,6,7,6,2017-02-09
38941,5,3,8,9,3,2017-02-10
38940,4,0,2,0,8,2017-02-10
38939,3,2,8,4,7,2017-02-10
38938,7,3,8,6,4,2017-02-11
38937,6,6,2,9,5,2017-02-11
38936,4,1,0,0,9,2017-02-11
38935,1,3,7,2,3,2017-02-12
38934,9,8,9,7,0,2017-02-12
38933,2,9,3,0,6,2017-02-12
38932,3,0,6,8,5,2017-02-13
38931,1,5,5,3,3,2017-02-13
38930,0,8,2,9,5,2017-02-13
38929,2,7,6,7,6,2017-02-14
38928,3,0,0,2,6,2017-02-14
38927,8,2,8,8,7,2017-02-14
38926,0,5,9,0,5,2017-02-15
38925,9,3,3,7,3,2017-02-15
38924,7,4,3,8,6,2017-02-15
38923,5,0,0,7,6,2017-02-16
38922,7,8,4,6,1,2017-02-16
38921,2,2,0,1,7,2017-02-16
38920,8,1,6,3,7,2017-02-17
38919,5,4,2,2,2,2017-02-17
38918,8,2,4,0,9,2017-02-17
38917,1,7,9,0,1,2017-02-18
38916,8,1,5,1,0,2017-02-18
38915,4,0,4,0,8,2017-02-18
38914,1,3,3,3,6,2017-02-19
38913,8,3,9,7,2,2017-02-19
38912,5,7,4,9,6,2017-02-19
38911,6,3,0,0,6,2017-02-20
38910,4,4,4,4,6,2017-02-20
38909,8,7,4,4,4,2017-02-20
38908,4,8,8,8,5,2017-02-21
38907,4,7,6,6,9,2017-02-21
38906,1,7,6,2,2,2017-02-21
38905,0,7,1,5,4,2017-02-22
38904,8,2,2,5,3,2017-02-22
38903,9,1,0,7,7,2017-02-22
38902,6,8,4,6,2,2017-02-23
38901,4,8,4,2,7,2017-02-23
38900,4,6,6,0,5,2017-02-23
38899,9,9,4,9,5,2017-02-24
38898,8,7,8,5,5,2017-02-24
38897,6,6,8,5,4,2017-02-24
38896,7,8,2,3,7,2017-02-25
38895,2,0,6,9,5,2017-02-25
38894,0,3,3,5,1,2017-02-25
38893,4,4,0,2,0,2017-02-26
38892,0,2,6,2,5,2017-02-26
38891,5,8,2,5,5,2017-02-26
38890,4,6,2,2,8,2017-02-27
38889,8,7,3,7,5,2017-02-27
38888,1,0,7,3,7,2017-02-27
38887,7,6,5,1,0,2017-02-28
38886,1,6,7,0,6,2017-02-28
38885,8,8,9,4,0,2017-02-28
38884,8,2,9,1,6,2017-03-01
38883,7,4,0,2,6,2017-03-01
38882,5,7,1,1,9,2017-03-01
38881,0,3,3,8,5,2017-03-02
38880,1,7,3,0,8,2017-03-02
38879,5,0,9,9,8,2017-03-02
38878,8,3,2,7,0,2017-03-03
38877,3,7,8,7,8,2017-03-03
38876,8,0,1,3,8,2017-03-03
38875,6,0,5,8,2,2017-03-04
38874,8,7,1,6,9,2017-03-04
38873,3,9,1,2,8,2017-03-04
38872,4,0,5,4,3,2017-03-05
38871,7,8,4,4,8,2017-03-05
38870,9,5,3,0,8,2017-03-05
38869,0,7,6,1,4,2017-03-06
38868,8,9,7,6,1,2017-03-06
38867,0,1,1,6,0,2017-03-06
38866,8,5,7,6,6,2017-03-07
38865,5,1,9,8,8,2017-03-07
38864,8,3,0,9,3,2017-03-07
38863,7,5,8,6,8,2017-03-08
38862,8,0,1,2,5,2017-03-08
38861,4,7,7,9,5,2017-03-08
38860,5,5,9,9,0,2017-03-09
38859,2,2,2,9,4,2017-03-09
38858,5,2,8,1,0,2017-03-09
38857,8,2,7,5,4,2017-03-10
38856,5,4,0,4,3,2017-03-10
38855,8,3,6,1,0,2017-03-10
38854,8,5,4,6,4,2017-03-11
38853,8,5,9,6,4,2017-03-11
38852,5,2,0,9,9,2017-03-11
38851,9,9,9,1,4,2017-03-12
38850,6,4,1,2,8,2017-03-12
38849,1,7,1,1,9,2017-03-12
38848,8,7,0,3,2,2017-03-13
38847,9,3,0,2,5,2017-03-13
38846,3,5,2,0,9,2017-03-13
38845,0,1,2,3,7,2017-03-14
38844,7,7,5,5,9,2017-03-14
38843,6,3,3,7,1,2017-03-14
38842,2,9,7,0,9,2017-03-15
38841,4,2,2,7,0,2017-03-15
38840,9,0,8,4,8,2017-03-15
38839,3,1,2,5,8,2017-03-16
38838,6,7,9,1,8,2017-03-16
38837,9,6,3,5,9,2017-03-16
38836,7,2,2,6,4,2017-03-17
38835,6,9,1,0,4,2017-03-17
38834,7,9,9,2,7,2017-03-17
38833,4,1,6,3,4,2017-03-18
38832,3,3,5,5,8,2017-03-18
38831,7,1,0,3,0,2017-03-18
38830,9,3,3,6,5,2017-03-19
38829,5,9,0,7,5,2017-03-19
38828,7,4,0,7,9,2017-03-19
38827,8,2,3,1,4,2017-03-20
38826,8,7,1,1,4,2017-03-20
38825,0,2,6,7,6,2017-03-20
38824,3,3,9,5,0,2017-03-21
38823,4,4,1,7,6,2017-03-21
38822,2,9,7,7,6,2017-03-21
38821,0,3,6,0,9,2017-03-22
38820,3,4,2,7,9,2017-03-22
38819,8,6,1,3,2,2017-03-22
38818,8,2,0,4,7,2017-03-23
38817,5,3,4,4,5,2017-03-23
38816,6,6,6,9,6,2017-03-23
38815,0,3,5,8,0,2017-03-24
38814,2,2,0,4,7,2017-03-24
38813,7,9,8,3,7,2017-03-24
38812,3,5,9,5,6,2017-03-25
38811,8,9,3,5,9,2017-03-25
38810,0,9,2,2,6,2017-03-25
38809,2,6,0,0,4,2017-03-26
38808,0,7,5,5,1,2017-03-26
38807,5,9,0,1,5,2017-03-26
38806,1,1,5,5,7,2017-03-27
38805,8,8,4,8,3,2017-03-27
38804,8,9,4,3,9,2017-03-27
38803,2,1,8,8,6,2017-03-28
38802,7,7,0,0,6,2017-03-28
38801,4,3,5,7,1,2017-03-28
38800,3,6,8,4,2,2017-03-29
38799,0,0,6,8,8,2017-03-29
38798,8,4,4,2,6,2017-03-29
38797,4,8,2,8,3,2017-03-30
38796,5,8,0,9,5,2017-03-30
38795,1,5,5,5,2,2017-03-30
38794,7,0,4,1,6,2017-03-31
38793,2,0,4,6,2,2017-03-31
38792,4,4,2,7,8,2017-03-31
38791,2,8,6,0,4,2017-04-01
38790,4,7,1,9,2,2017-04-01
38789,5,0,5,8,7,2017-04-01
38788,5,2,8,5,9,2017-04-02
38787,5,1,8,6,6,2017-04-02
38786,4,0,9,3,8,2017-04-02
38785,0,0,0,5,7,2017-04-03
38784,5,7,5,5,7,2017-04-03
38783,3,1,0,5,4,2017-04-03
38782,0,5,1,4,1,2017-04-04
38781,7,9,6,3,9,2017-04-04
38780,2,0,1,8,1,2017-04-04
38779,8,3,2,9,0,2017-04-05
38778,0,7,5,0,7,2017-04-05
38777,2,0,4,8,1,2017-04-05
38776,8,0,7,3,7,2017-04-06
38775,4,4,8,6,3,2017-04-06
38774,4,7,9,4,7,2017-04-06
38773,2,1,8,3,8,2017-04-07
38772,2,9,4,5,8,2017-04-07
38771,7,6,3,4,8,2017-04-07
38770,0,5,2,0,9,2017-04-08
38769,0,8,6,6,5,2017-04-08
38768,0,0,5,8,7,2017-04-08
38767,4,7,7,0,4,2017-04-09
38766,1,7,9,4,3,2017-04-09
38765,2,7,9,0,8,2017-04-09
38764,2,3,0,0,3,2017-04-10
38763,2,6,8,7,8,2017-04-10
38762,9,1,6,5,4,2017-04-10
38761,5,4,5,6,2,2017-04-11
38760,9,7,3,4,6,2017-04-11
38759,3,3,8,5,3,2017-04-11
38758,8,2,3,6,9,2017-04-12
38757,5,8,2,2,1,2017-04-12
38756,4,2,8,3,7,2017-04-12
38755,7,9,3,4,5,2017-04-13
38754,7,6,3,4,1,2017-04-13
38753,7,5,3,9,4,2017-04-13
38752,6,7,2,0,6,2017-04-14
38751,8,8,7,5,7,2017-04-14
38750,8,7,1,3,8,2017-04-14
38749,8,5,4,3,9,2017-04-15
38748,1,7,5,8,7,2017-04-15
38747,2,2,3,5,5,2017-04-15
38746,6,9,4,6,8,2017-04-16
38745,2,3,7,5,8,2017-04-16
38744,5,9,8,7,2,2017-04-16
38743,0,7,4,5,8,2017-04-17
38742,5,9,5,7,8,2017-04-17
38741,9,5,5,1,2,2017-04-17
38740,7,3,1,9,1,2017-04-18
38739,3,5,7,0,1,2017-04-18
38738,1,5,9,3,7,2017-04-18
38737,3,6,8,6,9,2017-04-19
38736,3,0,7,0,4,2017-04-19
38735,6,5,2,9,6,2017-04-19
38734,0,5,5,3,8,2017-04-20
38733,1,2,1,1,7,2017-04-20
38732,5,3,0,1,4,2017-04-20
38731,7,3,3,8,5,2017-04-21
38730,6,1,9,7,7,2017-04-21
38729,0,8,8,2,3,2017-04-21
38728,1,7,5,4,2,2017-04-22
38727,1,8,1,5,8,2017-04-22
38726,8,8,3,9,7,2017-04-22
38725,8,2,0,8,6,2017-04-23
38724,3,4,1,5,2,2017-04-23
38723,0,5,9,5,4,2017-04-23
38722,3,6,1,3,1,2017-04-24
38721,8,3,4,8,7,2017-04-24
38720,0,0,0,8,1,2017-04-24
38719,4,0,3,4,5,2017-04-25
38718,7,6,9,9,7,2017-04-25
38717,3,3,1,5,3,2017-04-25
38716,6,7,6,0,9,2017-04-26
38715,9,1,2,4,7,2017-04-26
38714,2,2,0,5,5,2017-04-26
38713,8,8,5,7,2,2017-04-27
38712,9,8,4,5,7,2017-04-27
38711,2,7,4,9,0,2017-04-27
38710,0,2,7,1,6,2017-04-28
38709,1,6,4,4,4,2017-04-28
38708,8,1,0,0,0,2017-04-28
38707,1,1,2,6,1,2017-04-29
38706,9,5,7,4,1,2017-04-29
38705,6,9,2,5,9,2017-04-29
38704,4,5,7,5,0,2017-04-30
38703,3,4,6,6,8,2017-04-30
38702,3,3,3,4,9,2017-04-30
38701,1,6,6,2,4,2017-05-01
38700,6,4,2,6,9,2017-05-01
38699,3,1,5,6,3,2017-05-01
38698,3,8,7,5,6,2017-05-02
38697,2,0,2,4,8,2017-05-02
38696,1,6,7,8,1,2017-05-02
38695,9,5,2,6,7,2017-05-03
38694,7,5,8,6,5,2017-05-03
38693,7,9,4,6,1,2017-05-03
38692,9,9,2,5,3,2017-05-04
38691,2,0,1,8,6,2017-05-04
38690,9,8,1,7,1,2017-05-04
38689,9,0,7,6,6,2017-05-05
38688,3,5,6,7,4,2017-05-05
38687,1,6,6,2,8,2017-05-05
38686,3,5,8,3,9,2017-05-06
38685,0,9,8,6,4,2017-05-06
38684,4,7,6,0,7,2017-05-06
38683,6,6,7,1,7,2017-05-07
38682,6,4,5,5,6,2017-05-07
38681,6,3,8,0,6,2017-05-07
38680,3,0,2,3,6,2017-05-08
38679,5,4,8,9,9,2017-05-08
38678,4,3,3,7,6,2017-05-08
38677,7,2,3,2,9,2017-05-09
38676,4,1,1,4,9,2017-05-09
38675,1,7,5,9,0,2017-05-09
38674,3,6,5,9,5,2017-05-10
38673,7,6,7,8,9,2017-05-10
38672,9,2,9,4,6,2017-05-10
38671,9,9,2,2,6,2017-05-11
38670,6,0,8,6,0,2017-05-11
38669,3,3,2,2,1,2017-05-11
38668,4,9,7,3,5,2017-05-12
38667,3,7,1,6,2,2017-05-12
38666,6,8,8,8,4,2017-05-12
38665,1,5,0,7,8,2017-05-13
38664,6,7,7,8,1,2017-05-13
38663,2,2,7,8,5,2017-05-13
38662,4,8,7,9,4,2017-05-14
38661,1,8,8,0,3,2017-05-14
38660,4,9,6,2,4,2017-05-14
38659,3,7,9,1,4,2017-05-15
38658,4,7,0,6,4,2017-05-15
38657,7,3,0,2,4,2017-05-15
38656,2,7,6,7,6,2017-05-16
38655,1,8,9,2,8,2017-05-16
38654,5,7,8,4,5,2017-05-16
38653,6,6,7,3,9,2017-05-17
38652,9,0,5,3,8,2017-05-17
38651,9,1,4,9,6,2017-05-17
38650,8,1,6,6,3,2017-05-18
38649,3,2,4,4,3,2017-05-18
38648,8,0,4,9,0,2017-05-18
38647,2,9,6,1,0,2017-05-19
38646,2,0,2,5,6,2017-05-19
38645,9,8,3,6,5,2017-05-19
38644,1,3,8,0,8,2017-05-20
38643,0,0,2,3,0,2017-05-20
38642,4,2,5,0,3,2017-05-20
38641,5,8,0,9,1,2017-05-21
38640,3,8,3,7,7,2017-05-21
38639,1,8,5,2,3,2017-05-21
38638,9,1,9,1,7,2017-05-22
38637,2,0,0,7,2,2017-05-22
38636,9,5,5,7,5,2017-05-22
38635,0,6,1,3,1,2017-05-23
38634,5,5,3,2,0,2017-05-23
38633,6,9,6,6,9,2017-05-23
38632,3,6,7,9,5,2017-05-24
38631,7,0,7,3,4,2017-05-24
38630,6,5,9,4,8,2017-05-24
38629,3,6,7,5,3,2017-05-25
38628,9,9,5,7,7,2017-05-25
38627,8,3,4,8,8,2017-05-25
38626,7,2,2,5,4,2017-05-26
38625,5,8,4,5,2,2017-05-26
38624,2,2,3,5,5,2017-05-26
38623,2,1,8,3,1,2017-05-27
38622,6,2,4,3,9,2017-05-27
38621,9,5,9,4,2,2017-05-27
38620,5,7,5,8,5,2017-05-28
38619,6,6,3,5,7,2017-05-28
38618,1,3,0,5,4,2017-05-28
38617,7,1,9,2,7,2017-05-29
38616,6,0,2,8,1,2017-05-29
38615,5,1,7,3,2,2017-05-29
38614,8,0,1,2,6,2017-05-30
38613,5,7,1,3,6,2017-05-30
38612,2,9,2,2,6,2017-05-30
38611,8,8,7,4,7,2017-05-31
38610,0,5,4,4,8,2017-05-31
38609,3,4,5,3,5,2017-05-31
38608,6,4,2,2,5,2017-06-01
38607,8,8,0,6,0,2017-06-01
38606,2,5,9,0,7,2017-06-01
38605,0,0,1,4,9,2017-06-02
38604,8,5,0,6,7,2017-06-02
38603,5,5,0,0,4,2017-06-02
38602,8,9,3,8,5,2017-06-03
38601,1,7,4,2,3,2017-06-03
38600,6,0,3,2,7,2017-06-03
38599,2,5,7,3,7,2017-06-04
38598,5,1,8,5,5,2017-06-04
38597,6,1,7,8,4,2017-06-04
38596,5,3,8,8,9,2017-06-05
38595,9,9,9,2,1,2017-06-05
38594,6,3,4,6,9,2017-06-05
38593,4,7,6,6,5,2017-06-06
38592,1,9,6,3,9,2017-06-06
38591,5,3,2,1,3,2017-06-06
38590,4,9,8,3,4,2017-06-07
38589,7,7,3,0,4,2017-06-07
38588,6,4,2,1,9,2017-06-07
38587,7,3,9,4,3,2017-06-08
38586,1,9,6,0,2,2017-06-08
38585,3,0,9,7,3,2017-06-08
38584,2,3,9,0,4,2017-06-09
38583,5,7,7,2,5,2017-06-09
38582,5,8,7,1,4,2017-06-09
38581,5,4,3,1,8,2017-06-10
38580,5,1,7,1,5,2017-06-10
38579,8,0,9,5,8,2017-06-10
38578,9,2,6,0,6,2017-06-11
38577,8,1,7,6,8,2017-06-11
38576,2,0,2,1,3,2017-06-11
38575,0,8,1,8,7,2017-06-12
38574,3,0,1,6,0,2017-06-12
38573,8,2,9,9,7,2017-06-12
38572,8,1,9,4,1,2017-06-13
38571,4,5,4,8,8,2017-06-13
38570,8,0,3,6,6,2017-06-13
38569,1,9,3,9,5,2017-06-14
38568,9,4,6,8,2,2017-06-14
38567,3,5,6,2,7,2017-06-14
38566,7,9,2,1,5,2017-06-15
38565,1,0,5,9,5,2017-06-15
38564,5,3,3,6,3,2017-06-15
38563,0,3,0,3,7,2017-06-16
38562,8,9,2,1,0,2017-06-16
38561,9,1,7,3,6,2017-06-16
38560,1,3,3,2,4,2017-06-17
38559,6,6,4,0,4,2017-06-17
38558,5,7,8,9,3,2017-06-17
38557,4,7,3,7,8,2017-06-18
38556,1,0,2,2,7,2017-06-18
38555,3,2,8,2,2,2017-06-18
38554,1,2,7,0,7,2017-06-19
38553,4,5,1,2,1,2017-06-19
38552,6,7,0,4,1,2017-06-19
38551,7,9,8,7,0,2017-06-20
38550,6,8,6,0,5,2017-06-20
38549,0,1,4,7,6,2017-06-20
38548,3,9,4,1,3,2017-06-21
38547,6,2,7,9,9,2017-06-21
38546,2,7,3,9,4,2017-06-21
38545,1,8,1,1,1,2017-06-22
38544,4,8,7,4,0,2017-06-22
38543,1,3,9,3,1,2017-06-22
38542,9,0,1,9,8,2017-06-23
38541,2,4,8,4,5,2017-06-23
38540,5,7,4,7,3,2017-06-23
38539,8,8,0,1,9,2017-06-24
38538,0,8,5,6,2,2017-06-24
38537,1,6,3,2,7,2017-06-24
38536,8,0,1,3,5,2017-06-25
38535,6,8,6,6,6,2017-06-25
38534,5,5,5,2,4,2017-06-25
38533,5,0,7,1,5,2017-06-26
38532,0,9,1,4,4,2017-06-26
38531,7,8,7,8,4,2017-06-26
38530,8,6,2,1,0,2017-06-27
38529,3,7,3,3,5,2017-06-27
38528,1,5,8,7,3,2017-06-27
38527,3,6,3,2,5,2017-06-28
38526,6,5,8,4,6,2017-06-28
38525,3,8,7,0,4,2017-06-28
38524,2,8,0,4,9,2017-06-29
38523,6,1,1,1,5,2017-06-29
38522,0,9,3,5,2,2017-06-29
38521,6,1,2,9,7,2017-06-29
38520,7,4,5,6,7,2017-06-29
38519,1,0,7,8,3,2017-06-30
38518,9,7,4,8,5,2017-06-30
38517,8,0,4,4,3,2017-06-30
38516,5,5,8,4,3,2017-06-30
38515,0,7,6,8,7,2017-06-30
38514,9,3,1,9,9,2017-07-01
38513,3,7,2,7,4,2017-07-01
38512,9,5,8,7,7,2017-07-01
38511,8,8,0,5,7,2017-07-01
38510,1,0,0,0,0,2017-07-01
38509,1,0,8,9,3,2017-07-02
38508,7,8,9,2,1,2017-07-02
38507,3,1,7,8,6,2017-07-02
38506,0,3,7,1,1,2017-07-02
38505,0,0,9,5,3,2017-07-02
38504,6,2,2,7,5,2017-07-03
38503,5,0,4,8,1,2017-07-03
38502,4,9,5,8,5,2017-07-03
38501,2,1,9,5,5,2017-07-03
38500,7,7,1,1,2,2017-07-03
38499,7,4,3,1,9,2017-07-04
38498,1,2,1,1,4,2017-07-04
38497,4,9,7,6,8,2017-07-04
38496,3,7,7,7,7,2017-07-04
38495,3,9,1,1,9,2017-07-04
38494,5,3,8,8,7,2017-07-05
38493,1,7,5,6,3,2017-07-05
38492,2,5,0,5,7,2017-07-05
38491,1,9,5,7,9,2017-07-05
38490,4,1,7,2,5,2017-07-05
38489,6,9,3,6,9,2017-07-06
38488,8,4,4,3,2,2017-07-06
38487,8,9,2,2,9,2017-07-06
38486,9,7,4,5,8,2017-07-06
38485,9,5,9,4,3,2017-07-06
38484,5,9,3,7,8,2017-07-07
38483,8,1,5,0,7,2017-07-07
38482,0,8,6,6,1,2017-07-07
38481,0,8,1,7,3,2017-07-07
38480,9,5,8,1,5,2017-07-07
38479,9,6,5,6,7,2017-07-08
38478,9,4,8,1,4,2017-07-08
38477,2,4,6,0,9,2017-07-08
38476,0,5,5,6,2,2017-07-08
38475,0,2,3,7,6,2017-07-08
38474,7,0,4,8,7,2017-07-09
38473,4,1,8,8,6,2017-07-09
38472,7,0,5,8,8,2017-07-09
38471,2,4,0,7,9,2017-07-09
38470,1,2,1,3,6,2017-07-09
38469,2,2,6,8,4,2017-07-10
38468,6,5,0,3,8,2017-07-10
38467,3,6,5,2,7,2017-07-10
38466,3,1,8,7,1,2017-07-10
38465,4,4,6,0,1,2017-07-10
38464,7,3,1,9,6,2017-07-11
38463,8,1,4,7,1,2017-07-11
38462,1,4,7,5,9,2017-07-11
38461,2,7,0,7,2,2017-07-11
38460,8,7,7,3,6,2017-07-11
38459,9,8,8,7,1,2017-07-12
38458,2,2,9,2,9,2017-07-12
38457,4,5,6,5,3,2017-07-12
38456,4,1,4,7,3,2017-07-12
38455,2,7,1,1,2,2017-07-12
38454,5,0,2,0,5,2017-07-13
38453,6,8,5,1,4,2017-07-13
38452,6,5,4,8,2,2017-07-13
38451,5,9,2,2,8,2017-07-13
38450,3,1,7,2,8,2017-07-13
38449,0,9,9,9,8,2017-07-14
38448,7,8,6,8,6,2017-07-14
38447,8,8,4,8,3,2017-07-14
38446,1,3,3,5,3,2017-07-14
38445,1,6,2,7,0,2017-07-14
38444,0,1,5,4,3,2017-07-15
38443,1,0,8,7,3,2017-07-15
38442,2,0,9,1,4,2017-07-15
38441,1,6,5,3,6,2017-07-15
38440,6,8,3,0,4,2017-07-15
38439,1,7,4,1,5,2017-07-16
38438,5,3,5,9,1,2017-07-16
38437,3,6,6,3,5,2017-07-16
38436,3,1,0,7,2,2017-07-16
38435,1,3,2,0,4,2017-07-16
38434,5,1,0,8,5,2017-07-17
38433,9,7,7,1,5,2017-07-17
38432,8,9,4,0,2,2017-07-17
38431,7,4,9,8,9,2017-07-17
38430,9,6,8,4,8,2017-07-17
38429,3,1,4,8,9,2017-07-18
38428,1,1,1,3,3,2017-07-18
38427,9,1,1,0,3,2017-07-18
38426,7,2,8,1,6,2017-07-18
38425,4,8,6,0,8,2017-07-18
38424,2,9,1,9,6,2017-07-19
38423,8,6,0,1,2,2017-07-19
38422,2,3,7,9,4,2017-07-19
38421,8,0,9,1,6,2017-07-19
38420,4,5,7,0,0,2017-07-19
38419,4,5,2,1,4,2017-07-20
38418,3,1,4,1,8,2017-07-20
38417,9,0,8,2,3,2017-07-20
38416,5,8,3,1,0,2017-07-20
38415,0,9,8,1,6,2017-07-20
38414,3,6,6,7,2,2017-07-21
38413,8,1,3,9,4,2017-07-21
38412,2,2,8,8,6,2017-07-21
38411,4,2,2,0,8,2017-07-21
38410,3,1,2,7,9,2017-07-21
38409,6,4,3,4,9,2017-07-22
38408,8,7,1,9,7,2017-07-22
38407,4,2,1,9,5,2017-07-22
38406,3,0,9,2,4,2017-07-22
38405,0,8,1,1,0,2017-07-22
38404,6,4,6,9,7,2017-07-23
38403,0,8,2,7,0,2017-07-23
38402,7,3,2,6,1,2017-07-23
38401,0,8,8,2,0,2017-07-23
38400,8,5,1,9,1,2017-07-23
38399,4,7,7,5,6,2017-07-24
38398,7,3,6,0,4,2017-07-24
38397,4,5,7,4,2,2017-07-24
38396,5,2,7,3,5,2017-07-24
38395,8,9,4,9,0,2017-07-24
38394,7,6,2,1,9,2017-07-25
38393,6,3,2,4,5,2017-07-25
38392,1,0,5,1,4,2017-07-25
38391,0,9,1,9,9,2017-07-25
38390,2,6,2,6,9,2017-07-25
38389,7,8,0,5,5,2017-07-26
38388,0,2,4,3,6,2017-07-26
38387,0,2,7,6,1,2017-07-26
38386,5,9,8,5,9,2017-07-26
38385,5,3,8,1,1,2017-07-26
38384,1,0,2,8,8,2017-07-27
38383,8,9,7,9,2,2017-07-27
38382,7,7,4,7,2,2017-07-27
38381,6,1,1,4,1,2017-07-27
38380,6,6,4,5,9,2017-07-27
38379,0,1,1,6,8,2017-07-28
38378,0,3,9,3,4,2017-07-28
38377,6,1,3,0,8,2017-07-28
38376,4,5,7,5,8,2017-07-28
38375,5,9,2,4,4,2017-07-28
38374,9,6,1,8,6,2017-07-29
38373,0,1,9,4,4,2017-07-29
38372,8,4,2,9,0,2017-07-29
38371,6,2,0,8,9,2017-07-29
38370,9,7,2,0,9,2017-07-29
38369,2,7,7,0,6,2017-07-30
38368,5,4,0,1,7,2017-07-30
38367,0,0,8,1,3,2017-07-30
38366,1,0,9,5,4,2017-07-30
38365,3,2,6,9,0,2017-07-30
38364,2,5,9,5,4,2017-07-31
38363,4,7,4,4,0,2017-07-31
38362,5,6,8,2,8,2017-07-31
38361,1,5,6,8,3,2017-07-31
38360,4,2,7,7,3,2017-07-31
38359,2,9,5,5,8,2017-08-01
38358,1,0,1,8,5,2017-08-01
38357,2,8,0,6,4,2017-08-01
38356,0,3,1,0,1,2017-08-01
38355,1,2,8,2,7,2017-08-01
38354,1,3,6,2,7,2017-08-02
38353,4,7,1,9,3,2017-08-02
38352,2,0,6,1,4,2017-08-02
38351,8,3,8,5,8,2017-08-02
38350,9,5,2,8,5,2017-08-02
38349,8,5,6,0,3,2017-08-03
38348,5,1,9,8,5,2017-08-03
38347,5,7,5,0,4,2017-08-03
38346,5,5,4,2,0,2017-08-03
38345,5,4,7,6,9,2017-08-03
38344,3,2,7,3,5,2017-08-04
38343,0,0,8,5,4,2017-08-04
38342,9,5,7,7,3,2017-08-04
38341,4,8,3,5,8,2017-08-04
38340,7,8,5,8,9,2017-08-04
38339,5,9,5,9,7,2017-08-05
38338,7,8,7,4,3,2017-08-05
38337,3,0,1,5,2,2017-08-05
38336,2,2,8,0,7,2017-08-05
38335,6,4,5,6,7,2017-08-05
38334,6,4,3,3,0,2017-08-06
38333,1,4,3,1,3,2017-08-06
38332,2,1,1,9,4,2017-08-06
38331,9,4,5,5,1,2017-08-06
38330,4,4,7,7,4,2017-08-06
38329,4,9,4,7,5,2017-08-07
38328,2,6,8,5,0,2017-08-07
38327,8,1,0,5,2,2017-08-07
38326,6,7,8,3,0,2017-08-07
38325,9,2,1,8,6,2017-08-07
38324,4,0,9,2,4,2017-08-08
38323,3,8,1,8,0,2017-08-08
38322,3,3,3,2,9,2017-08-08
38321,1,6,3,7,8,2017-08-08
38320,0,9,2,9,4,2017-08-08
38319,9,1,6,9,9,2017-08-09
38318,5,2,6,1,0,2017-08-09
38317,5,2,9,7,0,2017-08-09
38316,7,7,0,7,4,2017-08-09
38315,8,2,8,1,1,2017-08-09
38314,7,6,9,9,1,2017-08-10
38313,1,6,4,8,2,2017-08-10
38312,3,6,7,0,8,2017-08-10
38311,0,2,3,3,1,2017-08-10
38310,5,2,2,4,6,2017-08-10
38309,3,3,6,5,7,2017-08-11
38308,7,6,2,1,4,2017-08-11
38307,5,1,7,4,3,2017-08-11
38306,2,7,4,9,6,2017-08-11
38305,9,1,6,4,3,2017-08-11
38304,9,0,7,1,4,2017-08-12
38303,9,9,5,9,7,2017-08-12
38302,6,5,3,1,6,2017-08-12
38301,1,3,6,6,8,2017-08-12
38300,5,7,0,0,0,2017-08-12
38299,7,9,4,0,3,2017-08-13
38298,5,8,3,8,8,2017-08-13
38297,1,9,9,3,7,2017-08-13
38296,1,2,2,9,5,2017-08-13
38295,7,2,8,0,3,2017-08-13
38294,7,5,3,2,0,2017-08-14
38293,3,4,7,6,1,2017-08-14
38292,7,6,0,1,6,2017-08-14
38291,9,0,1,6,0,2017-08-14
38290,5,3,1,2,0,2017-08-14
38289,1,8,7,9,5,2017-08-15
38288,5,9,3,3,8,2017-08-15
38287,2,2,3,7,8,2017-08-15
38286,2,2,9,5,3,2017-08-15
38285,0,1,6,4,7,2017-08-15
38284,7,5,1,0,5,2017-08-16
